event,date,fighter,opponent,weight_class,outcome,method
UFC 313: Pereira vs. Ankalaev,2025-03-08,Amanda Lemos,Iasmin Lucindo,Women's Strawweight,win,U-DEC
UFC 313: Pereira vs. Ankalaev,2025-03-08,Ignacio Bahamondes,Jalin Turner,Lightweight,win,SUB
UFC 313: Pereira vs. Ankalaev,2025-03-08,Justin Gaethje,Rafael Fiziev,Lightweight,win,U-DEC
UFC 313: Pereira vs. Ankalaev,2025-03-08,Magomed Ankalaev,Alex Pereira,Light Heavyweight,win,U-DEC
UFC 28: High Stakes,2000-11-17,Kevin Randleman,Randy Couture,Heavyweight,loss,KO/TKO
UFC 28: High Stakes,2000-11-17,Gan McGee,Josh Barnett,Super Heavyweight,loss,KO/TKO
UFC 28: High Stakes,2000-11-17,Maurice Smith,Renato Sobral,Heavyweight,loss,M-DEC
UFC 28: High Stakes,2000-11-17,John Lewis,Jens Pulver,Lightweight,loss,KO/TKO
UFC 28: High Stakes,2000-11-17,Chris Lytle,Ben Earwood,Welterweight,loss,U-DEC
UFC 28: High Stakes,2000-11-17,Alex Stiebling,Mark Hughes,Middleweight,loss,U-DEC
UFC 28: High Stakes,2000-11-17,Aaron Brink,Andrei Arlovski,Heavyweight,loss,SUB
UFC 29: Defense of the Belts,2000-12-16,Jeff Monson,Chuck Liddell,Middleweight,loss,U-DEC
UFC 29: Defense of the Belts,2000-12-16,Matt Hughes,Dennis Hallman,Welterweight,loss,SUB
UFC 29: Defense of the Belts,2000-12-16,Lance Gibson,Evan Tanner,Middleweight,loss,KO/TKO
UFC 29: Defense of the Belts,2000-12-16,Daiju Takase,Fabiano Iha,Welterweight,loss,KO/TKO
UFC 29: Defense of the Belts,2000-12-16,Yoji Anjo,Matt Lindland,Middleweight,loss,KO/TKO
UFC 29: Defense of the Belts,2000-12-16,Kenichi Yamamoto,Pat Miletich,Welterweight,loss,SUB
UFC 29: Defense of the Belts,2000-12-16,Yuki Kondo,Tito Ortiz,Middleweight,loss,SUB
UFC 30: Battle on the Boardwalk,2001-02-23,Evan Tanner,Tito Ortiz,Middleweight,loss,KO/TKO
UFC 30: Battle on the Boardwalk,2001-02-23,Caol Uno,Jens Pulver,Lightweight,loss,U-DEC
UFC 30: Battle on the Boardwalk,2001-02-23,Phil Johns,Fabiano Iha,Welterweight,loss,SUB
UFC 30: Battle on the Boardwalk,2001-02-23,Jeremy Horn,Elvis Sinosic,Middleweight,loss,SUB
UFC 30: Battle on the Boardwalk,2001-02-23,Josh Barnett,Pedro Rizzo,Heavyweight,loss,KO/TKO
UFC 30: Battle on the Boardwalk,2001-02-23,Curtis Stout,Phil Baroni,Middleweight,loss,U-DEC
UFC 30: Battle on the Boardwalk,2001-02-23,Tiki Ghosn,Sean Sherk,Welterweight,loss,SUB
UFC 31: Locked and Loaded,2001-05-04,Steve Berger,Tony DeSouza,Welterweight,loss,U-DEC
UFC 31: Locked and Loaded,2001-05-04,Joey Gilbert,BJ Penn,Lightweight,loss,KO/TKO
UFC 31: Locked and Loaded,2001-05-04,Ricardo Almeida,Matt Lindland,Light Heavyweight,loss,DQ
UFC 31: Locked and Loaded,2001-05-04,Pete Williams,Semmy Schilt,Heavyweight,loss,KO/TKO
UFC 31: Locked and Loaded,2001-05-04,Matt Serra,Shonie Carter,Welterweight,loss,KO/TKO
UFC 31: Locked and Loaded,2001-05-04,Kevin Randleman,Chuck Liddell,Light Heavyweight,loss,KO/TKO
UFC 31: Locked and Loaded,2001-05-04,Pat Miletich,Carlos Newton,Welterweight,loss,SUB
UFC 31: Locked and Loaded,2001-05-04,Pedro Rizzo,Randy Couture,Heavyweight,loss,U-DEC
UFC 32: Showdown in the Meadowlands,2001-06-29,Elvis Sinosic,Tito Ortiz,Light Heavyweight,loss,KO/TKO
UFC 32: Showdown in the Meadowlands,2001-06-29,Din Thomas,BJ Penn,Lightweight,loss,KO/TKO
UFC 32: Showdown in the Meadowlands,2001-06-29,Semmy Schilt,Josh Barnett,Heavyweight,loss,SUB
UFC 32: Showdown in the Meadowlands,2001-06-29,Shonie Carter,Pat Miletich,Welterweight,loss,KO/TKO
UFC 32: Showdown in the Meadowlands,2001-06-29,Fabiano Iha,Caol Uno,Lightweight,loss,KO/TKO
UFC 32: Showdown in the Meadowlands,2001-06-29,Yuki Kondo,Vladimir Matyushenko,Light Heavyweight,loss,U-DEC
UFC 32: Showdown in the Meadowlands,2001-06-29,Andrei Arlovski,Ricco Rodriguez,Heavyweight,loss,KO/TKO
UFC 32: Showdown in the Meadowlands,2001-06-29,Paul Rodriguez,Tony DeSouza,Welterweight,loss,SUB
UFC 33: Victory in Vegas,2001-09-28,Fabiano Iha,Din Thomas,Lightweight,loss,U-DEC
UFC 33: Victory in Vegas,2001-09-28,Eugene Jackson,Ricardo Almeida,Middleweight,loss,SUB
UFC 33: Victory in Vegas,2001-09-28,Tony DeSouza,Jutaro Nakao,Welterweight,loss,KO/TKO
UFC 33: Victory in Vegas,2001-09-28,Gil Castillo,Dave Menne,Middleweight,loss,U-DEC
UFC 33: Victory in Vegas,2001-09-28,Yves Edwards,Matt Serra,Welterweight,loss,M-DEC
UFC 33: Victory in Vegas,2001-09-28,Murilo Bustamante,Chuck Liddell,Light Heavyweight,loss,U-DEC
UFC 33: Victory in Vegas,2001-09-28,Dennis Hallman,Jens Pulver,Lightweight,loss,U-DEC
UFC 33: Victory in Vegas,2001-09-28,Vladimir Matyushenko,Tito Ortiz,Light Heavyweight,loss,U-DEC
UFC 34: High Voltage,2001-11-02,Pedro Rizzo,Randy Couture,Heavyweight,loss,KO/TKO
UFC 34: High Voltage,2001-11-02,Pete Williams,Ricco Rodriguez,Heavyweight,loss,KO/TKO
UFC 34: High Voltage,2001-11-02,Carlos Newton,Matt Hughes,Welterweight,loss,KO/TKO
UFC 34: High Voltage,2001-11-02,Caol Uno,BJ Penn,Lightweight,loss,KO/TKO
UFC 34: High Voltage,2001-11-02,Bobby Hoffman,Josh Barnett,Heavyweight,loss,KO/TKO
UFC 34: High Voltage,2001-11-02,Homer Moore,Evan Tanner,Light Heavyweight,loss,SUB
UFC 34: High Voltage,2001-11-02,Phil Baroni,Matt Lindland,Middleweight,loss,M-DEC
UFC 34: High Voltage,2001-11-02,Roberto Traven,Frank Mir,Heavyweight,loss,SUB
UFC 35: Throwdown,2002-01-11,Keith Rockel,Eugene Jackson,Middleweight,loss,SUB
UFC 35: Throwdown,2002-01-11,Chris Brennan,Gil Castillo,Welterweight,loss,U-DEC
UFC 35: Throwdown,2002-01-11,Renato Sobral,Kevin Randleman,Light Heavyweight,loss,U-DEC
UFC 35: Throwdown,2002-01-11,Ricardo Almeida,Andrei Semenov,Middleweight,loss,KO/TKO
UFC 35: Throwdown,2002-01-11,Amar Suloev,Chuck Liddell,Light Heavyweight,loss,U-DEC
UFC 35: Throwdown,2002-01-11,Dave Menne,Murilo Bustamante,Middleweight,loss,KO/TKO
UFC 35: Throwdown,2002-01-11,Jeff Monson,Ricco Rodriguez,Heavyweight,loss,KO/TKO
UFC 35: Throwdown,2002-01-11,BJ Penn,Jens Pulver,Lightweight,loss,M-DEC
UFC 36: Worlds Collide,2002-03-22,Randy Couture,Josh Barnett,Heavyweight,loss,KO/TKO
UFC 36: Worlds Collide,2002-03-22,Andrei Arlovski,Pedro Rizzo,Heavyweight,loss,KO/TKO
UFC 36: Worlds Collide,2002-03-22,Hayato Sakurai,Matt Hughes,Welterweight,loss,KO/TKO
UFC 36: Worlds Collide,2002-03-22,Elvis Sinosic,Evan Tanner,Light Heavyweight,loss,KO/TKO
UFC 36: Worlds Collide,2002-03-22,Jutaro Nakao,Sean Sherk,Welterweight,loss,U-DEC
UFC 36: Worlds Collide,2002-03-22,Kelly Dullanty,Matt Serra,Lightweight,loss,SUB
UFC 36: Worlds Collide,2002-03-22,Pat Miletich,Matt Lindland,Middleweight,loss,KO/TKO
UFC 36: Worlds Collide,2002-03-22,Pete Williams,Frank Mir,Heavyweight,loss,SUB
UFC 37: High Impact,2002-05-10,Aaron Riley,Robbie Lawler,Welterweight,loss,U-DEC
UFC 37: High Impact,2002-05-10,Andrei Semenov,Ivan Salaverry,Middleweight,loss,KO/TKO
UFC 37: High Impact,2002-05-10,Yves Edwards,Caol Uno,Lightweight,loss,U-DEC
UFC 37: High Impact,2002-05-10,Amar Suloev,Phil Baroni,Middleweight,loss,KO/TKO
UFC 37: High Impact,2002-05-10,Paul Creighton,BJ Penn,Lightweight,loss,KO/TKO
UFC 37: High Impact,2002-05-10,Tsuyoshi Kohsaka,Ricco Rodriguez,Heavyweight,loss,KO/TKO
UFC 37: High Impact,2002-05-10,Matt Lindland,Murilo Bustamante,Middleweight,loss,SUB
UFC 37.5: As Real As It Gets,2002-06-22,Vitor Belfort,Chuck Liddell,Light Heavyweight,loss,U-DEC
UFC 37.5: As Real As It Gets,2002-06-22,Nick Serra,Benji Radach,Welterweight,loss,U-DEC
UFC 37.5: As Real As It Gets,2002-06-22,Zach Light,Pete Spratt,Welterweight,loss,SUB
UFC 37.5: As Real As It Gets,2002-06-22,Rodrigo Ruas,Tony Fryklund,Middleweight,loss,KO/TKO
UFC 37.5: As Real As It Gets,2002-06-22,Joao Pierini,Yves Edwards,Lightweight,loss,KO/TKO
UFC 37.5: As Real As It Gets,2002-06-22,Steve Berger,Robbie Lawler,Welterweight,loss,KO/TKO
UFC 38: Brawl at the Hall,2002-07-13,Chris Haseman,Evan Tanner,Light Heavyweight,loss,U-DEC
UFC 38: Brawl at the Hall,2002-07-13,Elvis Sinosic,Renato Sobral,Light Heavyweight,loss,U-DEC
UFC 38: Brawl at the Hall,2002-07-13,James Zikic,Phillip Miller,Light Heavyweight,loss,U-DEC
UFC 38: Brawl at the Hall,2002-07-13,Leigh Remedios,Genki Sudo,Lightweight,loss,SUB
UFC 38: Brawl at the Hall,2002-07-13,Eugene Jackson,Mark Weir,Middleweight,loss,KO/TKO
UFC 38: Brawl at the Hall,2002-07-13,Frank Mir,Ian Freeman,Heavyweight,loss,KO/TKO
UFC 38: Brawl at the Hall,2002-07-13,Carlos Newton,Matt Hughes,Welterweight,loss,KO/TKO
UFC 39: The Warriors Return,2002-09-27,Randy Couture,Ricco Rodriguez,Heavyweight,loss,KO/TKO
UFC 39: The Warriors Return,2002-09-27,Wesley Correira,Tim Sylvia,Heavyweight,loss,KO/TKO
UFC 39: The Warriors Return,2002-09-27,Matt Serra,BJ Penn,Lightweight,loss,U-DEC
UFC 39: The Warriors Return,2002-09-27,Din Thomas,Caol Uno,Lightweight,loss,U-DEC
UFC 39: The Warriors Return,2002-09-27,Dave Menne,Phil Baroni,Middleweight,loss,KO/TKO
UFC 39: The Warriors Return,2002-09-27,Ivan Salaverry,Matt Lindland,Middleweight,loss,U-DEC
UFC 39: The Warriors Return,2002-09-27,Benji Radach,Sean Sherk,Welterweight,loss,KO/TKO
UFC 39: The Warriors Return,2002-09-27,Pedro Rizzo,Gan McGee,Heavyweight,loss,KO/TKO
UFC 40: Vendetta,2002-11-22,Mark Weir,Phillip Miller,Middleweight,loss,SUB
UFC 40: Vendetta,2002-11-22,Travis Wiuff,Vladimir Matyushenko,Heavyweight,loss,KO/TKO
UFC 40: Vendetta,2002-11-22,Ian Freeman,Andrei Arlovski,Heavyweight,loss,KO/TKO
UFC 40: Vendetta,2002-11-22,Tiki Ghosn,Robbie Lawler,Welterweight,loss,KO/TKO
UFC 40: Vendetta,2002-11-22,Pete Spratt,Carlos Newton,Welterweight,loss,SUB
UFC 40: Vendetta,2002-11-22,Gil Castillo,Matt Hughes,Welterweight,loss,KO/TKO
UFC 40: Vendetta,2002-11-22,Renato Sobral,Chuck Liddell,Light Heavyweight,loss,KO/TKO
UFC 40: Vendetta,2002-11-22,Ken Shamrock,Tito Ortiz,Light Heavyweight,loss,KO/TKO
UFC 41: Onslaught,2003-02-28,Ricco Rodriguez,Tim Sylvia,Heavyweight,loss,KO/TKO
UFC 41: Onslaught,2003-02-28,David Abbott,Frank Mir,Heavyweight,loss,SUB
UFC 41: Onslaught,2003-02-28,Caol Uno,BJ Penn,Lightweight,draw,S-DEC
UFC 41: Onslaught,2003-02-28,Matt Serra,Din Thomas,Lightweight,loss,S-DEC
UFC 41: Onslaught,2003-02-28,Pedro Rizzo,Vladimir Matyushenko,Heavyweight,loss,U-DEC
UFC 41: Onslaught,2003-02-28,Alexandre Dantas,Gan McGee,Heavyweight,loss,KO/TKO
UFC 41: Onslaught,2003-02-28,Rich Clementi,Yves Edwards,Lightweight,loss,SUB
UFC 41: Onslaught,2003-02-28,Phil Baroni,Matt Lindland,Middleweight,loss,U-DEC
UFC 42: Sudden Impact,2003-04-25,Mark Weir,David Loiseau,Middleweight,loss,KO/TKO
UFC 42: Sudden Impact,2003-04-25,Richard Crunkilton,Hermes Franca,Lightweight,loss,U-DEC
UFC 42: Sudden Impact,2003-04-25,Genki Sudo,Duane Ludwig,Lightweight,loss,U-DEC
UFC 42: Sudden Impact,2003-04-25,Evan Tanner,Rich Franklin,Light Heavyweight,loss,KO/TKO
UFC 42: Sudden Impact,2003-04-25,Sean Alvarez,Wesley Correira,Heavyweight,loss,KO/TKO
UFC 42: Sudden Impact,2003-04-25,Romie Aram,Dave Strasser,Welterweight,loss,U-DEC
UFC 42: Sudden Impact,2003-04-25,Robbie Lawler,Pete Spratt,Welterweight,loss,SUB
UFC 42: Sudden Impact,2003-04-25,Sean Sherk,Matt Hughes,Welterweight,loss,U-DEC
UFC 43: Meltdown,2003-06-06,Marvin Eastman,Vitor Belfort,Light Heavyweight,loss,KO/TKO
UFC 43: Meltdown,2003-06-06,Chuck Liddell,Randy Couture,Light Heavyweight,loss,KO/TKO
UFC 43: Meltdown,2003-06-06,Ian Freeman,Vernon White,Heavyweight,draw,S-DEC
UFC 43: Meltdown,2003-06-06,David Abbott,Kimo Leopoldo,Heavyweight,loss,SUB
UFC 43: Meltdown,2003-06-06,Eddie Ruiz,Yves Edwards,Lightweight,loss,U-DEC
UFC 43: Meltdown,2003-06-06,Tra Telligman,Pedro Rizzo,Heavyweight,loss,KO/TKO
UFC 43: Meltdown,2003-06-06,Wes Sims,Frank Mir,Heavyweight,loss,DQ
UFC 43: Meltdown,2003-06-06,Matt Lindland,Falaniko Vitale,Middleweight,loss,KO/TKO
UFC 44: Undisputed,2003-09-26,Caol Uno,Hermes Franca,Lightweight,loss,KO/TKO
UFC 44: Undisputed,2003-09-26,Jeremy Jackson,Nick Diaz,Welterweight,loss,SUB
UFC 44: Undisputed,2003-09-26,Gerald Strebendt,Josh Thomson,Lightweight,loss,KO/TKO
UFC 44: Undisputed,2003-09-26,Dave Strasser,Karo Parisyan,Welterweight,loss,SUB
UFC 44: Undisputed,2003-09-26,Edwin DeWees,Rich Franklin,Light Heavyweight,loss,KO/TKO
UFC 44: Undisputed,2003-09-26,David Loiseau,Jorge Rivera,Middleweight,loss,U-DEC
UFC 44: Undisputed,2003-09-26,Gan McGee,Tim Sylvia,Heavyweight,loss,KO/TKO
UFC 44: Undisputed,2003-09-26,Vladimir Matyushenko,Andrei Arlovski,Heavyweight,loss,KO/TKO
UFC 44: Undisputed,2003-09-26,Tito Ortiz,Randy Couture,Light Heavyweight,loss,U-DEC
UFC 45: Revolution,2003-11-21,Frank Trigg,Matt Hughes,Welterweight,loss,SUB
UFC 45: Revolution,2003-11-21,Falaniko Vitale,Matt Lindland,Middleweight,loss,KO/TKO
UFC 45: Revolution,2003-11-21,Phil Baroni,Evan Tanner,Middleweight,loss,KO/TKO
UFC 45: Revolution,2003-11-21,David Abbott,Wesley Correira,Heavyweight,loss,KO/TKO
UFC 45: Revolution,2003-11-21,Ricco Rodriguez,Pedro Rizzo,Heavyweight,loss,U-DEC
UFC 45: Revolution,2003-11-21,Chris Liguori,Keith Rockel,Middleweight,loss,SUB
UFC 45: Revolution,2003-11-21,Nick Agallar,Yves Edwards,Lightweight,loss,KO/TKO
UFC 45: Revolution,2003-11-21,Chris Lytle,Robbie Lawler,Welterweight,loss,U-DEC
UFC 46: Supernatural,2004-01-31,Jeff Curran,Matt Serra,Lightweight,loss,U-DEC
UFC 46: Supernatural,2004-01-31,Hermes Franca,Josh Thomson,Lightweight,loss,M-DEC
UFC 46: Supernatural,2004-01-31,Karo Parisyan,Georges St-Pierre,Welterweight,loss,U-DEC
UFC 46: Supernatural,2004-01-31,Jorge Rivera,Lee Murray,Middleweight,loss,SUB
UFC 46: Supernatural,2004-01-31,Wes Sims,Frank Mir,Heavyweight,loss,KO/TKO
UFC 46: Supernatural,2004-01-31,Matt Hughes,BJ Penn,Welterweight,loss,SUB
UFC 46: Supernatural,2004-01-31,Carlos Newton,Renato Verissimo,Welterweight,loss,U-DEC
UFC 46: Supernatural,2004-01-31,Randy Couture,Vitor Belfort,Light Heavyweight,loss,KO/TKO
UFC 47: It's On!,2004-04-02,Tito Ortiz,Chuck Liddell,Light Heavyweight,loss,KO/TKO
UFC 47: It's On!,2004-04-02,Tiki Ghosn,Chris Lytle,Welterweight,loss,SUB
UFC 47: It's On!,2004-04-02,Wesley Correira,Andrei Arlovski,Heavyweight,loss,KO/TKO
UFC 47: It's On!,2004-04-02,Hermes Franca,Yves Edwards,Lightweight,loss,S-DEC
UFC 47: It's On!,2004-04-02,Wes Sims,Mike Kyle,Heavyweight,loss,KO/TKO
UFC 47: It's On!,2004-04-02,Mike Brown,Genki Sudo,Lightweight,loss,SUB
UFC 47: It's On!,2004-04-02,Robbie Lawler,Nick Diaz,Welterweight,loss,KO/TKO
UFC 47: It's On!,2004-04-02,Wade Shipp,Jonathan Wiezorek,Heavyweight,loss,KO/TKO
UFC 48: Payback,2004-06-19,Curtis Stout,Trevor Prangley,Middleweight,loss,SUB
UFC 48: Payback,2004-06-19,Jay Hieron,Georges St-Pierre,Welterweight,loss,KO/TKO
UFC 48: Payback,2004-06-19,Ivan Menjivar,Matt Serra,Lightweight,loss,U-DEC
UFC 48: Payback,2004-06-19,Phil Baroni,Evan Tanner,Middleweight,loss,U-DEC
UFC 48: Payback,2004-06-19,Renato Verissimo,Matt Hughes,Welterweight,loss,U-DEC
UFC 48: Payback,2004-06-19,Tim Sylvia,Frank Mir,Heavyweight,loss,SUB
UFC 48: Payback,2004-06-19,Dennis Hallman,Frank Trigg,Welterweight,loss,KO/TKO
UFC 48: Payback,2004-06-19,Kimo Leopoldo,Ken Shamrock,Heavyweight,loss,KO/TKO
UFC 49: Unfinished Business,2004-08-21,Vitor Belfort,Randy Couture,Light Heavyweight,loss,KO/TKO
UFC 49: Unfinished Business,2004-08-21,Joe Doerksen,Joe Riggs,Middleweight,loss,KO/TKO
UFC 49: Unfinished Business,2004-08-21,Vernon White,Chuck Liddell,Light Heavyweight,loss,KO/TKO
UFC 49: Unfinished Business,2004-08-21,Ronald Jhun,Chris Lytle,Welterweight,loss,SUB
UFC 49: Unfinished Business,2004-08-21,Nick Diaz,Karo Parisyan,Welterweight,loss,S-DEC
UFC 49: Unfinished Business,2004-08-21,Josh Thomson,Yves Edwards,Lightweight,loss,KO/TKO
UFC 49: Unfinished Business,2004-08-21,Mike Kyle,Justin Eilers,Heavyweight,loss,KO/TKO
UFC 49: Unfinished Business,2004-08-21,Matt Lindland,David Terrell,Middleweight,loss,KO/TKO
UFC 50: The War Of '04,2004-10-22,Marvin Eastman,Travis Lutter,Light Heavyweight,loss,KO/TKO
UFC 50: The War Of '04,2004-10-22,Tony Fryklund,Ivan Salaverry,Middleweight,loss,SUB
UFC 50: The War Of '04,2004-10-22,Robbie Lawler,Evan Tanner,Middleweight,loss,SUB
UFC 50: The War Of '04,2004-10-22,Renato Verissimo,Frank Trigg,Welterweight,loss,KO/TKO
UFC 50: The War Of '04,2004-10-22,Georges St-Pierre,Matt Hughes,Welterweight,loss,SUB
UFC 50: The War Of '04,2004-10-22,Jorge Rivera,Rich Franklin,Middleweight,loss,SUB
UFC 50: The War Of '04,2004-10-22,Patrick Cote,Tito Ortiz,Light Heavyweight,loss,U-DEC
UFC 51: Super Saturday,2005-02-05,David Terrell,Evan Tanner,Middleweight,loss,KO/TKO
UFC 51: Super Saturday,2005-02-05,Vitor Belfort,Tito Ortiz,Light Heavyweight,loss,S-DEC
UFC 51: Super Saturday,2005-02-05,Phil Baroni,Pete Sell,Middleweight,loss,SUB
UFC 51: Super Saturday,2005-02-05,Tim Sylvia,Andrei Arlovski,Heavyweight,loss,SUB
UFC 51: Super Saturday,2005-02-05,Justin Eilers,Paul Buentello,Heavyweight,loss,KO/TKO
UFC 51: Super Saturday,2005-02-05,Gideon Ray,David Loiseau,Middleweight,loss,KO/TKO
UFC 51: Super Saturday,2005-02-05,Drew Fickett,Nick Diaz,Welterweight,loss,KO/TKO
UFC 51: Super Saturday,2005-02-05,James Irvin,Mike Kyle,Heavyweight,loss,KO/TKO
UFC 51: Super Saturday,2005-02-05,Chris Lytle,Karo Parisyan,Welterweight,loss,U-DEC
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Josh Rafferty,Alex Karalexis,Welterweight,loss,KO/TKO
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Alex Schoenauer,Mike Swick,Middleweight,loss,KO/TKO
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Lodune Sincaid,Nate Quarry,Middleweight,loss,KO/TKO
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Chris Sanford,Josh Koscheck,Middleweight,loss,KO/TKO
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Jason Thacker,Chris Leben,Middleweight,loss,KO/TKO
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Bobby Southworth,Sam Hoger,Light Heavyweight,loss,U-DEC
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Kenny Florian,Diego Sanchez,Middleweight,loss,KO/TKO
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Stephan Bonnar,Forrest Griffin,Light Heavyweight,loss,U-DEC
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Ken Shamrock,Rich Franklin,Light Heavyweight,loss,KO/TKO
UFC 52: Couture vs Liddell 2,2005-04-16,Randy Couture,Chuck Liddell,Light Heavyweight,loss,KO/TKO
UFC 52: Couture vs Liddell 2,2005-04-16,Travis Wiuff,Renato Sobral,Light Heavyweight,loss,SUB
UFC 52: Couture vs Liddell 2,2005-04-16,Travis Lutter,Matt Lindland,Middleweight,loss,SUB
UFC 52: Couture vs Liddell 2,2005-04-16,Frank Trigg,Matt Hughes,Welterweight,loss,SUB
UFC 52: Couture vs Liddell 2,2005-04-16,Joe Riggs,Ivan Salaverry,Middleweight,loss,SUB
UFC 52: Couture vs Liddell 2,2005-04-16,Patrick Cote,Joe Doerksen,Middleweight,loss,SUB
UFC 52: Couture vs Liddell 2,2005-04-16,John Marsh,Mike van Arsdale,Heavyweight,loss,U-DEC
UFC 52: Couture vs Liddell 2,2005-04-16,Jason Miller,Georges St-Pierre,Welterweight,loss,U-DEC
UFC 53: Heavy Hitters,2005-06-04,Koji Oishi,Nick Diaz,Welterweight,loss,KO/TKO
UFC 53: Heavy Hitters,2005-06-04,Charles McCarthy,David Loiseau,Middleweight,loss,KO/TKO
UFC 53: Heavy Hitters,2005-06-04,Shonie Carter,Nate Quarry,Middleweight,loss,KO/TKO
UFC 53: Heavy Hitters,2005-06-04,Kevin Jordan,Paul Buentello,Heavyweight,loss,SUB
UFC 53: Heavy Hitters,2005-06-04,Bill Mahood,Forrest Griffin,Light Heavyweight,loss,SUB
UFC 53: Heavy Hitters,2005-06-04,Evan Tanner,Rich Franklin,Middleweight,loss,KO/TKO
UFC 53: Heavy Hitters,2005-06-04,Matt Serra,Karo Parisyan,Welterweight,loss,U-DEC
UFC 53: Heavy Hitters,2005-06-04,Justin Eilers,Andrei Arlovski,Heavyweight,loss,KO/TKO
UFC Fight Night 1,2005-08-06,Ivan Salaverry,Nate Marquardt,Middleweight,loss,U-DEC
UFC Fight Night 1,2005-08-06,Patrick Cote,Chris Leben,Middleweight,loss,S-DEC
UFC Fight Night 1,2005-08-06,Sam Hoger,Stephan Bonnar,Light Heavyweight,loss,U-DEC
UFC Fight Night 1,2005-08-06,Pete Spratt,Josh Koscheck,Welterweight,loss,SUB
UFC Fight Night 1,2005-08-06,Gideon Ray,Mike Swick,Middleweight,loss,KO/TKO
UFC Fight Night 1,2005-08-06,Alex Karalexis,Kenny Florian,Welterweight,loss,KO/TKO
UFC Fight Night 1,2005-08-06,Josh Neer,Drew Fickett,Welterweight,loss,SUB
UFC Fight Night 1,2005-08-06,Pete Sell,Nate Quarry,Middleweight,loss,KO/TKO
UFC 54: Boiling Point,2005-08-20,Terry Martin,James Irvin,Light Heavyweight,loss,KO/TKO
UFC 54: Boiling Point,2005-08-20,Travis Lutter,Trevor Prangley,Middleweight,loss,U-DEC
UFC 54: Boiling Point,2005-08-20,Joe Doerksen,Matt Lindland,Middleweight,loss,U-DEC
UFC 54: Boiling Point,2005-08-20,Frank Trigg,Georges St-Pierre,Welterweight,loss,SUB
UFC 54: Boiling Point,2005-08-20,Brian Gassaway,Diego Sanchez,Welterweight,loss,KO/TKO
UFC 54: Boiling Point,2005-08-20,Mike van Arsdale,Randy Couture,Light Heavyweight,loss,SUB
UFC 54: Boiling Point,2005-08-20,Tra Telligman,Tim Sylvia,Heavyweight,loss,KO/TKO
UFC 54: Boiling Point,2005-08-20,Jeremy Horn,Chuck Liddell,Light Heavyweight,loss,KO/TKO
UFC Fight Night 2,2005-10-03,Evan Tanner,David Loiseau,Middleweight,loss,KO/TKO
UFC Fight Night 2,2005-10-03,Edwin DeWees,Chris Leben,Middleweight,loss,SUB
UFC Fight Night 2,2005-10-03,Fabiano Scherner,Brandon Vera,Heavyweight,loss,KO/TKO
UFC Fight Night 2,2005-10-03,Josh Koscheck,Drew Fickett,Welterweight,loss,SUB
UFC Fight Night 2,2005-10-03,Brock Larson,Jon Fitch,Middleweight,loss,U-DEC
UFC Fight Night 2,2005-10-03,Jay Hieron,Jonathan Goulet,Welterweight,loss,KO/TKO
UFC Fight Night 2,2005-10-03,Thiago Alves,Spencer Fisher,Welterweight,loss,SUB
UFC 55: Fury,2005-10-07,Keigo Kunihara,Marcio Cruz,Heavyweight,loss,SUB
UFC 55: Fury,2005-10-07,Dennis Hallman,Jorge Rivera,Middleweight,loss,U-DEC
UFC 55: Fury,2005-10-07,Chris Lytle,Joe Riggs,Welterweight,loss,KO/TKO
UFC 55: Fury,2005-10-07,Chael Sonnen,Renato Sobral,Light Heavyweight,loss,SUB
UFC 55: Fury,2005-10-07,Elvis Sinosic,Forrest Griffin,Light Heavyweight,loss,KO/TKO
UFC 55: Fury,2005-10-07,Sean Gannon,Branden Lee Hinkle,Heavyweight,loss,KO/TKO
UFC 55: Fury,2005-10-07,Paul Buentello,Andrei Arlovski,Heavyweight,loss,KO/TKO
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Brad Imes,Rashad Evans,Heavyweight,loss,S-DEC
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Nick Diaz,Diego Sanchez,Welterweight,loss,U-DEC
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Luke Cummo,Joe Stevenson,Welterweight,loss,U-DEC
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Sammy Morgan,Joshua Burkman,Welterweight,loss,KO/TKO
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Kit Cope,Kenny Florian,Welterweight,loss,SUB
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Kerry Schall,Keith Jardine,Heavyweight,loss,KO/TKO
